"id","shock.stage","temp.avg","temp.var","hs.temp","hs.num","date.died","date.hatch","date.ovp","time.ovp","num.ovp","date.3","mass.3","mass.in.hs","inst.in.hs","date.in.hs","time.in.hs","date.out.hs","time.out.hs","date.4","mass.4","date.5","mass.5","date.p5.1","mass.p5.1","instar.p5.1","date.p5.2","mass.p5.2","inst.p5.2","date.p5.3","mass.p5.3","inst.p5.3","date.p5.4","mass.p5.4","inst.p5.4","date.cull","mass.cull","date.wand","mass.wand","date.em","instar.em","bled.em","mass.48em","num.em","num.coc","num.fail.spin","date.ecl","num.ecl","fem.ecl","male.ecl","fem.mass","male.mass","num.unem.mat","num.unem.im","mat.load","tot.load","mass.unem","mass.fail.spin","pup","moth.ecl","pv.dna","gen.notes","diss.notes","date.died.j","date.hatch.j","date.ovp.j","date.3.j","date.in.hs.j","date.out.hs.j","date.4.j","date.5.j","date.p5.1.j","date.p5.2.j","date.p5.3.j","date.p5.4.j","date.cull.j","date.wand.j","date.em.j","date.ecl.j","died.bf5","time.ovp.dec","time.in.hs.dec","time.out.hs.dec","tt3","tt4","tt5","ttp5.1","ttp5.2","ttp5.3","ttp5.4","ttwand","ttcull","ttem.h","ttem.w","ttecl","ps.em","ps.ecl","ind.male.mass","ind.fem.mass","tot.unem","p.unem.mat","p.unem.im","hs.cal"
242,"mid",25,10,42,3,NA,"11/9/18","11/15/18",11:16:00,1,"11/15/18",58.95,"389.48",4,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/18/18",253.85,"11/24/18",2089.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/29/18",5,0,"4596.41",99,95,4,"12/5/18",28,13,15,3.12,3.3,26,1,"125",126,NA,NA,NA,NA,NA,"over 2 g at molt to 5th, but freshly molted",NA,0,314,320,320,324,326,323,329,NA,NA,NA,NA,NA,NA,334,340,"0",11.2666666666667,9.91666666666667,20.8333333333333,6,9,15,NA,NA,NA,NA,NA,NA,20,14,20,0.785714285714286,0.222222222222222,0.22,0.24,27,0.962962962962963,0.037037037037037,"high"
243,"late",25,10,42,3,NA,"11/9/18","11/15/18",11:32:00,2,"11/15/18",52.69,"1913.13",5,"11/24/18",10:10:00,"11/26/18",17:05:00,"11/18/18",171.3,"11/23/18",1084.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/29/18",5,0,"3760.01",65,58,7,"12/6/18",37,8,29,2.03,5.49,83,13,"148",161,NA,NA,NA,NA,NA,NA,NA,0,314,320,320,329,331,323,328,NA,NA,NA,NA,NA,NA,334,341,"0",11.5333333333333,10.1666666666667,17.0833333333333,6,9,14,NA,NA,NA,NA,NA,NA,20,14,21,0.403726708074534,0.229813664596273,0.189310344827586,0.25375,96,0.864583333333333,0.135416666666667,"low"
244,"mid",25,10,42,3,NA,"11/9/18","11/15/18",11:17:00,1,"11/15/18",57.53,"433.98",4,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/18/18",288.28,"11/25/18",2011.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/29/18",5,0,"4430.97",79,77,2,"12/6/18",67,0,67,0,14.92,21,3,"100",103,NA,NA,NA,NA,NA,"over 2 g at molt to 5th, but freshly molted",NA,0,314,320,320,324,326,323,330,NA,NA,NA,NA,NA,NA,334,341,"0",11.2833333333333,9.91666666666667,20.8333333333333,6,9,16,NA,NA,NA,NA,NA,NA,20,14,21,0.766990291262136,0.650485436893204,0.222686567164179,NA,24,0.875,0.125,"high"
245,"late",25,10,42,3,NA,"11/9/18","11/15/18",11:34:00,1,"11/15/18",51.68,"4155.65",5,"11/24/18",10:10:00,"11/26/18",17:05:00,"11/18/18",224.84,"11/23/18",2106.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/28/18","11935.87",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"wandered froze in -80.",NA,0,314,320,320,329,331,323,328,NA,NA,NA,NA,NA,333,NA,NA,"0",11.5666666666667,10.1666666666667,17.0833333333333,6,9,14,NA,NA,NA,NA,19,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"low"
246,"mid",25,10,42,3,NA,"11/9/18","11/15/18",11:18:00,1,"11/15/18",52.5,"367.81",4,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/18/18",255.92,"11/24/18",1837.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/29/18",5,0,"4926.57",159,157,2,"12/6/18",143,95,48,22.44,10.12,30,0,"189",189,NA,NA,NA,NA,NA,NA,"some mat 2nds instars look stuck in cuticle",0,314,320,320,324,326,323,329,NA,NA,NA,NA,NA,NA,334,341,"0",11.3,9.91666666666667,20.8333333333333,6,9,15,NA,NA,NA,NA,NA,NA,20,14,21,0.841269841269841,0.756613756613757,0.210833333333333,0.236210526315789,30,1,0,"high"
247,"late",25,10,42,3,NA,"11/9/18","11/15/18",11:35:00,1,"11/15/18",47.83,"2809.98",5,"11/24/18",10:10:00,"11/26/18",17:05:00,"11/18/18",264.72,"11/23/18",1873.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/29/18",5,0,"4833.19",39,37,2,"12/5/18",14,2,12,0.52,2.22,118,4,"157",161,NA,NA,NA,NA,NA,NA,"some mat 2nds instars look stuck in cuticle",0,314,320,320,329,331,323,328,NA,NA,NA,NA,NA,NA,334,340,"0",11.5833333333333,10.1666666666667,17.0833333333333,6,9,14,NA,NA,NA,NA,NA,NA,20,14,20,0.242236024844721,0.0869565217391304,0.185,0.26,122,0.967213114754098,0.0327868852459016,"low"
248,"mid",25,10,42,3,NA,"11/9/18","11/15/18",11:20:00,2,"11/15/18",47.65,"383.81",4,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/18/18",256.23,"11/25/18",1979.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/30/18",5,0,"4948.94",196,152,44,"12/6/18",116,15,101,3.88,21.42,30,0,"226",226,NA,NA,NA,NA,NA,NA,"some mat 2nds instars look stuck in cuticle",0,314,320,320,324,326,323,330,NA,NA,NA,NA,NA,NA,335,341,"0",11.3333333333333,9.91666666666667,20.8333333333333,6,9,16,NA,NA,NA,NA,NA,NA,21,15,21,0.867256637168142,0.513274336283186,0.212079207920792,0.258666666666667,30,1,0,"high"
249,"late",25,10,42,3,NA,"11/9/18","11/15/18",11:36:00,1,"11/15/18",69.26,"1148.85",5,"11/24/18",10:10:00,"11/26/18",17:05:00,"11/18/18",164.23,"11/23/18",1030.49,"11/30/18",3301.63,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/30/18",5,0,"2749.52",111,98,13,"12/6/18",81,46,35,12.08,6.73,25,13,"136",149,NA,NA,NA,NA,NA,"had wasp emergence in afternoon of P5.2","at least 14 1st instar larvae, not counted in load",0,314,320,320,329,331,323,328,335,NA,NA,NA,NA,NA,335,341,"0",11.6,10.1666666666667,17.0833333333333,6,9,14,21,NA,NA,NA,NA,NA,21,15,21,0.74496644295302,0.543624161073825,0.192285714285714,0.262608695652174,38,0.657894736842105,0.342105263157895,"low"
251,"mid",25,10,42,3,NA,"11/10/18","11/15/18",11:21:00,1,"11/15/18",76.49,"334.45",3,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/20/18",306.49,"11/26/18",1163.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/2/18",5,0,"2509.26",154,135,19,"12/8/18",96,65,31,11.61,5.38,27,9,"181",190,NA,NA,NA,NA,NA,"removed cuticle from 4th proleg after molt into 4th.","some mat 2nds instars look stuck in cuticle",0,315,320,320,324,326,325,331,NA,NA,NA,NA,NA,NA,337,343,"0",11.35,9.91666666666667,20.8333333333333,5,10,16,NA,NA,NA,NA,NA,NA,22,17,23,0.810526315789474,0.505263157894737,0.173548387096774,0.178615384615385,36,0.75,0.25,"high"
252,"late",25,10,42,3,NA,"11/10/18","11/15/18",11:37:00,2,"11/15/18",50.27,"1594.62",5,"11/24/18",10:10:00,"11/26/18",17:05:00,"11/19/18",316.4,"11/23/18",1463.8,"11/30/18",2967.79,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/30/18",5,1,"2967.79",112,109,3,"12/6/18",81,9,72,2.43,14.77,17,3,"129",132,NA,NA,NA,NA,NA,NA,"found 1 1st instar",0,315,320,320,329,331,324,328,335,NA,NA,NA,NA,NA,335,341,"0",11.6166666666667,10.1666666666667,17.0833333333333,5,9,13,20,NA,NA,NA,NA,NA,20,15,21,0.848484848484849,0.613636363636364,0.205138888888889,0.27,20,0.85,0.15,"low"
253,"mid",25,10,42,3,NA,"11/10/18","11/15/18",11:22:00,1,"11/15/18",61.59,"264.71",3,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/20/18",220.28,"11/27/18",924.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/2/18",5,0,"3015.81",119,106,13,"12/8/18",92,6,86,1.32,16.25,33,14,"152",166,NA,NA,NA,NA,NA,"removed cuticle from the final proleg after molt into 4th",NA,0,315,320,320,324,326,325,332,NA,NA,NA,NA,NA,NA,337,343,"0",11.3666666666667,9.91666666666667,20.8333333333333,5,10,17,NA,NA,NA,NA,NA,NA,22,17,23,0.716867469879518,0.55421686746988,0.188953488372093,0.22,47,0.702127659574468,0.297872340425532,"high"
254,"late",25,10,42,3,NA,"11/10/18","11/15/18",11:38:00,1,"11/15/18",47.72,"4331.30",5,"11/24/18",10:10:00,"11/26/18",17:05:00,"11/18/18",220.11,"11/23/18",2226.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/28/18","11699.34",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"wandered froze in -80",NA,0,315,320,320,329,331,323,328,NA,NA,NA,NA,NA,333,NA,NA,"0",11.6333333333333,10.1666666666667,17.0833333333333,5,8,13,NA,NA,NA,NA,18,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"low"
255,"mid",25,10,42,3,NA,"11/10/18","11/15/18",11:24:00,1,"11/15/18",40.56,"224.41",3,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/20/18",187.38,"11/27/18",790.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/2/18",5,0,"1782.99",98,91,7,"12/8/18",83,17,66,3.98,12.74,8,7,"106",113,NA,NA,NA,NA,NA,"removed cuticle from 4th proleg after molt into 4th.",NA,0,315,320,320,324,326,325,332,NA,NA,NA,NA,NA,NA,337,343,"0",11.4,9.91666666666667,20.8333333333333,5,10,17,NA,NA,NA,NA,NA,NA,22,17,23,0.867256637168142,0.734513274336283,0.193030303030303,0.234117647058824,15,0.533333333333333,0.466666666666667,"high"
256,"late",25,10,42,3,NA,"11/10/18","11/15/18",11:39:00,1,"11/15/18",52.65,"1433.65",5,"11/24/18",10:10:00,"11/26/18",17:05:00,"11/19/18",218.97,"11/23/18",1297.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/29/18",5,0,"2889.85",59,56,3,"12/5/18",25,2,23,0.66,5.35,6,0,"65",65,NA,NA,NA,NA,NA,NA,NA,0,315,320,320,329,331,324,328,NA,NA,NA,NA,NA,NA,334,340,"0",11.65,10.1666666666667,17.0833333333333,5,9,13,NA,NA,NA,NA,NA,NA,19,14,20,0.907692307692308,0.384615384615385,0.232608695652174,0.33,6,1,0,"low"
257,"mid",25,10,42,3,"11/22/18","11/10/18","11/15/18",11:26:00,1,"11/15/18",54.41,"189.41",3,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/21/18",168.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"molted to 4th during heat shock, did not molt over thoracic legs, could not remove",NA,327,315,320,320,324,326,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.4333333333333,9.91666666666667,20.8333333333333,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
258,"late",25,10,42,3,NA,"11/10/18","11/15/18",11:40:00,1,"11/15/18",48.55,"1798.97",5,"11/24/18",10:10:00,"11/26/18",17:05:00,"11/19/18",249.17,"11/23/18",1566.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/29/18",5,0,"4010.13",111,108,3,"12/5/18",92,32,60,8.99,14.34,42,0,"153",153,NA,NA,NA,NA,NA,NA,"several mat 2nds looks stuck in cuticle",0,315,320,320,329,331,324,328,NA,NA,NA,NA,NA,NA,334,340,"0",11.6666666666667,10.1666666666667,17.0833333333333,5,9,13,NA,NA,NA,NA,NA,NA,19,14,20,0.725490196078431,0.601307189542484,0.239,0.2809375,42,1,0,"low"
259,"mid",25,10,42,3,"11/21/18","11/10/18","11/15/18",11:27:00,1,"11/15/18",41.63,"148.55",3,"11/19/18",09:55:00,NA,NA,"11/21/18",104.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"molted to 4th during heat shock, removed cuticle from 3rd-5th prolegs",NA,326,315,320,320,324,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.45,9.91666666666667,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
260,"late",25,10,42,3,NA,"11/11/18","11/15/18",11:42:00,1,"11/15/18",47.31,"1977.58",5,"11/25/18",10:50:00,"11/27/18",16:48:00,"11/19/18",377.49,"11/24/18",1766.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/1/18",5,0,"4370.54",75,71,4,"12/7/18",34,6,28,1.64,6.02,28,2,"103",105,NA,NA,NA,NA,NA,NA,"several small, distinct plaques",0,316,320,320,330,332,324,329,NA,NA,NA,NA,NA,NA,336,342,"0",11.7,10.8333333333333,16.8,4,8,13,NA,NA,NA,NA,NA,NA,20,16,22,0.714285714285714,0.323809523809524,0.215,0.273333333333333,30,0.933333333333333,0.0666666666666667,"low"
261,"late",25,10,42,3,"11/23/18","11/11/18","11/15/18",11:43:00,1,"11/15/18",53.1,"FALSE",NA,NA,NA,NA,NA,"11/21/18",120.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 4-5th prolegs at molt to 4th",NA,328,316,320,320,0,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.7166666666667,NA,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
262,"late",25,10,42,3,NA,"11/10/18","11/15/18",12:00:00,1,"11/15/18",57.97,"2063.12",5,"11/25/18",10:50:00,"11/27/18",16:48:00,"11/19/18",313.27,"11/24/18",1910.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/29/18","2472.19",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,NA,NA,NA,"was purple and very sad two days prior to P5.1 so I culled it. put in freezer for dissection.","not dissected because real gross",0,315,320,320,330,332,324,329,NA,NA,NA,NA,334,NA,NA,NA,"0",12,10.8333333333333,16.8,5,9,14,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low"
263,"mid",25,10,42,3,NA,"11/11/18","11/15/18",11:56:00,1,"11/15/18",47,"651.43",4,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/18/18",386.6,"11/23/18",1682.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/29/18","9261.31",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,316,320,320,324,326,323,328,NA,NA,NA,NA,NA,334,NA,NA,"0",11.9333333333333,9.91666666666667,20.8333333333333,4,7,12,NA,NA,NA,NA,18,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
264,"late",25,10,42,3,NA,"11/11/18","11/15/18",12:02:00,2,"11/15/18",42.31,"1641.10",5,"11/24/18",10:10:00,"11/26/18",17:05:00,"11/19/18",274.43,"11/23/18",1530.92,"11/30/18",3818.63,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/30/18",5,0,"3818.63",101,100,1,"12/6/18",89,15,74,3.85,16.93,37,3,"138",141,NA,NA,NA,NA,NA,NA,NA,0,316,320,320,329,331,324,328,335,NA,NA,NA,NA,NA,335,341,"0",12.0333333333333,10.1666666666667,17.0833333333333,4,8,12,19,NA,NA,NA,NA,NA,19,15,21,0.716312056737589,0.631205673758865,0.228783783783784,0.256666666666667,40,0.925,0.075,"low"
265,"mid",25,10,42,3,NA,"11/11/18","11/15/18",11:57:00,2,"11/15/18",39.55,"195.55",3,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/20/18",231.38,"11/24/18",893.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/30/18",5,0,"2578.18",75,73,2,"12/6/18",22,2,20,0.41,4.86,12,0,"87",87,NA,NA,NA,NA,NA,"removed cuticle from final proleg after molt into 4th.","some mat 2nds look stuck in cuticle",0,316,320,320,324,326,325,329,NA,NA,NA,NA,NA,NA,335,341,"0",11.95,9.91666666666667,20.8333333333333,4,9,13,NA,NA,NA,NA,NA,NA,19,15,21,0.862068965517241,0.252873563218391,0.243,0.205,12,1,0,"high"
266,"late",25,10,42,3,NA,"11/11/18","11/15/18",12:04:00,2,"11/15/18",47.01,"2922.38",5,"11/26/18",09:31:00,"11/28/18",16:34:00,"11/19/18",309.76,"11/25/18",2161.62,"12/2/18",NA,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/2/18",5,0,"4367.79",116,43,73,"12/7/18",8,0,8,0,1.43,53,9,"169",178,NA,NA,NA,NA,NA,"above 2g at molt to 5th, but freshly molted","some mat 2nds look stuck in cuticle",0,316,320,320,331,333,324,330,337,NA,NA,NA,NA,NA,337,342,"0",12.0666666666667,9.51666666666667,16.5666666666667,4,8,14,21,NA,NA,NA,NA,NA,21,17,22,0.651685393258427,0.0449438202247191,0.17875,NA,62,0.854838709677419,0.145161290322581,"low"
267,"mid",25,10,42,3,NA,"11/11/18","11/15/18",11:58:00,1,"11/15/18",46.04,"557.09",4,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/18/18",287.99,"11/23/18",1770.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/28/18","9486.13",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"wandered froze in -80",NA,0,316,320,320,324,326,323,328,NA,NA,NA,NA,NA,333,NA,NA,"0",11.9666666666667,9.91666666666667,20.8333333333333,4,7,12,NA,NA,NA,NA,17,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
268,"late",25,10,42,3,NA,"11/11/18","11/15/18",12:07:00,2,"11/15/18",45.9,"1926.13",5,"11/25/18",10:50:00,"11/27/18",16:48:00,"11/19/18",328.86,"11/24/18",1745.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/1/18",5,0,"3722.47",35,35,0,"12/7/18",30,16,14,5.03,3.28,23,0,"58",58,NA,NA,NA,NA,NA,NA,NA,0,316,320,320,330,332,324,329,NA,NA,NA,NA,NA,NA,336,342,"0",12.1166666666667,10.8333333333333,16.8,4,8,13,NA,NA,NA,NA,NA,NA,20,16,22,0.603448275862069,0.517241379310345,0.234285714285714,0.314375,23,1,0,"low"
269,"mid",25,10,42,3,"11/24/18","11/11/18","11/15/18",11:59:00,1,"11/15/18",43.39,"294.08",3,"11/19/18",09:55:00,"11/21/18",20:50:00,"11/20/18",267.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 4th proleg after molt into 4th.",NA,329,316,320,320,324,326,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.9833333333333,9.91666666666667,20.8333333333333,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
270,"mid",25,10,42,3,NA,"11/9/18","11/16/18",10:01:00,1,"11/16/18",70.4,"330.76",4,"11/20/18",10:33:00,"11/22/18",16:53:00,"11/19/18",226.52,"11/25/18",1405.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/1/18",5,0,"4178.21",128,125,3,"12/8/18",91,74,17,20.9,3.92,9,0,"137",137,NA,NA,NA,NA,NA,"lost 1 wasp when couting, sex unknown",NA,0,314,321,321,325,327,324,330,NA,NA,NA,NA,NA,NA,336,343,"0",10.0166666666667,10.55,16.8833333333333,7,10,16,NA,NA,NA,NA,NA,NA,22,15,22,0.934306569343066,0.664233576642336,0.230588235294118,0.282432432432432,9,1,0,"high"
271,"late",25,10,42,3,NA,"11/9/18","11/16/18",09:45:00,1,"11/16/18",54.19,"757.12",5,"11/24/18",10:10:00,"11/26/18",17:05:00,"11/20/18",153.13,"11/23/18",626.01,"11/30/18",2141.88,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/30/18",5,0,"2141.88",79,79,0,"12/6/18",72,58,14,14.68,2.69,15,2,"94",96,NA,NA,NA,NA,NA,NA,"some 2nd instars looked stuck in cuticle",0,314,321,321,329,331,325,328,335,NA,NA,NA,NA,NA,335,341,"0",9.75,10.1666666666667,17.0833333333333,7,11,14,21,NA,NA,NA,NA,NA,21,14,20,0.822916666666667,0.75,0.192142857142857,0.253103448275862,17,0.882352941176471,0.117647058823529,"low"
272,"mid",25,10,42,3,NA,"11/9/18","11/16/18",10:02:00,1,"11/16/18",60.35,"264.43",4,"11/20/18",10:33:00,"11/22/18",16:53:00,"11/19/18",198.68,"11/26/18",1132.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/2/18",5,0,"3206.1",78,65,13,"12/7/18",54,26,28,6.96,5.97,34,5,"112",117,NA,NA,NA,NA,NA,NA,"some 1st instars found",0,314,321,321,325,327,324,331,NA,NA,NA,NA,NA,NA,337,342,"0",10.0333333333333,10.55,16.8833333333333,7,10,17,NA,NA,NA,NA,NA,NA,23,16,21,0.666666666666667,0.461538461538462,0.213214285714286,0.267692307692308,39,0.871794871794872,0.128205128205128,"high"
273,"late",25,10,42,3,"11/23/18","11/9/18","11/16/18",09:46:00,1,"11/16/18",51.11,"FALSE",NA,NA,NA,NA,NA,"11/20/18",206.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,328,314,321,321,0,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.76666666666667,NA,NA,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
274,"mid",25,10,42,3,NA,"11/10/18","11/16/18",10:03:00,1,"11/16/18",59.83,"198.65",3,"11/20/18",10:33:00,"11/22/18",16:53:00,"11/21/18",263.28,"11/26/18",775.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/1/18",5,0,"2053.47",55,55,0,"12/7/18",54,0,54,0,11.49,5,0,"60",60,NA,NA,NA,NA,NA,NA,NA,0,315,321,321,325,327,326,331,NA,NA,NA,NA,NA,NA,336,342,"0",10.05,10.55,16.8833333333333,6,11,16,NA,NA,NA,NA,NA,NA,21,15,21,0.916666666666667,0.9,0.212777777777778,NA,5,1,0,"high"
275,"late",25,10,42,3,"11/17/18","11/10/18","11/16/18",09:48:00,1,"11/16/18",42.71,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,322,315,321,321,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.8,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
276,"control",25,10,0,0,NA,"11/11/18","11/16/18",10:08:00,2,"11/16/18",75.65,"FALSE",NA,NA,NA,NA,NA,"11/19/18",192.28,"11/23/18",875.09,"11/30/18",1864.46,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/30/18",5,0,"1802.34",2,2,0,NA,0,0,0,NA,NA,1,0,"3",3,NA,NA,NA,NA,NA,"had wasp emergence in the afternoon of P5.2. wasp never eclosed were culled on 12/14, 15 days after emergence.",NA,0,316,321,321,0,NA,324,328,335,NA,NA,NA,NA,NA,335,NA,"0",10.1333333333333,NA,NA,5,8,12,19,NA,NA,NA,NA,NA,19,14,NA,0.666666666666667,0,NA,NA,1,1,0,"none"
277,"early",25,10,42,3,NA,"11/11/18","11/16/18",09:44:00,1,"11/16/18",76.47,"76.47",3,"11/16/18",09:45:00,"11/19/18",08:33:00,"11/19/18",250.33,"11/24/18",1841.27,"12/2/18",11992.24,"5","12/8/18",15633.72,"5","12/14/18",16924.84,"cull",NA,NA,NA,"12/14/18","16924.84",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"was left in the heat shock chamber for 15 extra hours. weighed 1 day late for P5.1. culled one day early at p5.3, was supposed to  be on 12/15 but was culled on 12/14.",NA,0,316,321,321,321,324,324,329,337,343,349,NA,349,NA,NA,NA,"0",9.73333333333333,9.75,8.55,5,8,13,21,27,33,NA,NA,33,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
